Data,Último,Abertura,Máxima,Mínima,Vol.,Var%,ds,y
2006-10-20,38.643,38.919,38.958,38.44,71730000,-0.71,2006-10-20,38.643
2006-10-23,39.227,38.643,39.227,38.273,101060000,1.51,2006-10-23,39.227
2006-10-24,39.499,39.227,39.552,39.091,74330000,0.69,2006-10-24,39.499
2006-10-25,39.563,39.499,39.721,39.341,122630000,0.16,2006-10-25,39.563
2006-10-26,39.645,39.563,39.843,39.365,98570000,0.21,2006-10-26,39.645
2006-10-27,39.328,39.64,39.746,39.293,115170000,-0.8,2006-10-27,39.328
2006-10-30,38.9,39.327,39.34,38.681,94530000,-1.09,2006-10-30,38.9
2006-10-31,39.263,38.9,39.263,38.88,166830000,0.93,2006-10-31,39.263
2006-11-01,39.93,39.279,40.104,39.279,151360000,1.7,2006-11-01,39.93
2006-11-03,40.435,39.93,40.482,39.924,160850000,1.27,2006-11-03,40.435
2006-11-06,41.247,40.437,41.256,40.437,171530000,2.01,2006-11-06,41.247
2006-11-07,41.048,41.247,41.402,40.863,129699999,-0.48,2006-11-07,41.048
2006-11-08,41.334,41.042,41.345,40.624,142110000,0.7,2006-11-08,41.334
2006-11-09,40.815,41.334,41.813,40.657,140120000,-1.26,2006-11-09,40.815
2006-11-10,40.72,40.815,40.942,40.322,163280000,-0.23,2006-11-10,40.72
2006-11-13,40.606,40.724,40.724,40.038,116860000,-0.28,2006-11-13,40.606
2006-11-14,41.291,40.607,41.342,40.607,141770000,1.69,2006-11-14,41.291
2006-11-16,41.162,41.296,41.781,41.153,157410000,-0.31,2006-11-16,41.162
2006-11-17,41.029,41.164,41.164,40.482,117270000,-0.32,2006-11-17,41.029
2006-11-21,41.57,41.029,41.57,40.986,118530000,1.32,2006-11-21,41.57
2006-11-22,41.913,41.579,41.951,41.308,109890000,0.82,2006-11-22,41.913
2006-11-23,42.07,41.913,42.308,41.913,91750000,0.37,2006-11-23,42.07
2006-11-24,41.758,42.071,42.071,41.468,92540000,-0.74,2006-11-24,41.758
2006-11-27,40.915,41.758,41.758,40.722,159520000,-2.02,2006-11-27,40.915
2006-11-28,41.043,40.915,41.083,40.428,955370000,0.31,2006-11-28,41.043
2006-11-29,41.97,41.041,41.988,41.041,146200000,2.26,2006-11-29,41.97
2006-11-30,41.932,41.971,42.175,41.497,141200000,-0.09,2006-11-30,41.932
2006-12-01,41.327,41.93,42.095,41.192,84180000,-1.44,2006-12-01,41.327
2006-12-04,42.654,41.329,42.66,41.282,86580000,3.21,2006-12-04,42.654
2006-12-05,43.157,42.652,43.261,42.636,97890000,1.18,2006-12-05,43.157
2006-12-06,43.096,43.158,43.422,42.831,87840000,-0.14,2006-12-06,43.096
2006-12-07,42.909,43.097,43.506,42.758,81580000,-0.43,2006-12-07,42.909
2006-12-08,42.978,42.91,43.303,42.818,66400000,0.16,2006-12-08,42.978
2006-12-11,43.297,42.968,43.432,42.968,99180000,0.74,2006-12-11,43.297
2006-12-12,43.018,43.297,43.297,42.794,94210000,-0.64,2006-12-12,43.018
2006-12-13,43.285,43.026,43.394,42.783,194330000,0.62,2006-12-13,43.285
2006-12-14,43.755,43.291,43.797,43.291,155100000,1.09,2006-12-14,43.755
2006-12-15,43.596,43.755,44.263,43.447,140260000,-0.36,2006-12-15,43.596
2006-12-18,43.509,43.596,44.048,43.4,138330000,-0.2,2006-12-18,43.509
2006-12-19,43.59,43.038,43.59,42.891,119390000,0.19,2006-12-19,43.59
2006-12-20,43.502,43.592,43.946,43.379,111490000,-0.2,2006-12-20,43.502
2006-12-21,43.385,43.505,43.689,43.1,80740000,-0.27,2006-12-21,43.385
2006-12-22,43.356,43.385,43.602,43.125,65730000,-0.07,2006-12-22,43.356
2006-12-26,43.603,43.356,43.611,43.356,47330000,0.57,2006-12-26,43.603
2006-12-27,44.526,43.602,44.526,43.602,101320000,2.12,2006-12-27,44.526
2006-12-28,44.474,44.526,44.675,44.373,113110000,-0.12,2006-12-28,44.474
2007-01-02,45.383,44.476,45.388,44.476,75560000,2.04,2007-01-02,45.383
2007-01-03,44.445,45.379,45.379,44.284,122370000,-2.07,2007-01-03,44.445
2007-01-04,44.02,44.442,44.442,43.623,86580000,-0.96,2007-01-04,44.02
2007-01-05,42.245,44.019,44.081,42.16,164060000,-4.03,2007-01-05,42.245
2007-01-08,42.83,42.249,42.926,42.144,114010000,1.38,2007-01-08,42.83
2007-01-09,42.007,42.831,43.001,41.438,112990000,-1.92,2007-01-09,42.007
2007-01-10,42.336,42.001,42.336,41.266,110760000,0.78,2007-01-10,42.336
2007-01-11,42.67,42.336,43.128,41.94,84170000,0.79,2007-01-11,42.67
2007-01-12,43.095,42.669,43.188,42.526,96840000,1.0,2007-01-12,43.095
2007-01-15,42.919,43.095,43.473,42.875,45030000,-0.41,2007-01-15,42.919
2007-01-16,42.624,42.916,42.916,42.415,93090000,-0.69,2007-01-16,42.624
2007-01-17,42.735,42.626,42.93,42.252,73000000,0.26,2007-01-17,42.735
2007-01-18,42.478,42.741,43.402,42.407,97200000,-0.6,2007-01-18,42.478
2007-01-19,43.428,42.477,43.428,42.477,651000000,2.24,2007-01-19,43.428
2007-01-22,43.553,43.431,43.879,43.183,70800000,0.29,2007-01-22,43.553
2007-01-23,44.177,43.549,44.243,43.432,109920000,1.43,2007-01-23,44.177
2007-01-24,44.687,44.177,44.808,44.041,114650000,1.15,2007-01-24,44.687
2007-01-26,44.412,44.687,44.687,43.87,102460000,-0.61,2007-01-26,44.412
2007-01-29,43.573,44.414,44.435,43.555,95140000,-1.89,2007-01-29,43.573
2007-01-30,44.044,43.573,44.065,43.508,110700000,1.08,2007-01-30,44.044
2007-01-31,44.642,44.046,44.643,43.824,131509999,1.36,2007-01-31,44.642
2007-02-01,44.815,44.642,45.212,44.642,120500000,0.39,2007-02-01,44.815
2007-02-02,44.998,44.815,45.204,44.597,106510000,0.41,2007-02-02,44.998
2007-02-05,45.286,44.999,45.286,44.851,79480000,0.64,2007-02-05,45.286
2007-02-06,45.352,45.287,45.486,45.038,109400000,0.14,2007-02-06,45.352
2007-02-07,44.588,45.352,45.425,44.488,114290000,-1.68,2007-02-07,44.588
2007-02-08,44.892,44.585,44.892,44.07,124660000,0.68,2007-02-08,44.892
2007-02-09,44.284,44.894,45.05,44.18,133300000,-1.35,2007-02-09,44.284
2007-02-12,43.935,44.286,44.464,43.85,94840000,-0.79,2007-02-12,43.935
2007-02-13,45.197,43.932,45.197,43.932,116710000,2.87,2007-02-13,45.197
2007-02-14,45.996,45.198,46.106,45.198,232270000,1.77,2007-02-14,45.996
2007-02-15,45.955,45.996,46.178,45.734,140010000,-0.09,2007-02-15,45.955
2007-02-16,45.849,45.955,45.966,45.614,107390000,-0.23,2007-02-16,45.849
2007-02-20,45.849,45.955,45.966,45.614,107390000,0.0,2007-02-20,45.849
2007-02-21,46.09,45.849,46.095,45.558,73070000,0.53,2007-02-21,46.09
2007-02-22,46.452,46.097,46.752,46.097,121580000,0.79,2007-02-22,46.452
2007-02-23,46.016,46.452,46.517,45.813,76530000,-0.94,2007-02-23,46.016
2007-02-26,46.207,46.021,46.45,45.885,94900000,0.42,2007-02-26,46.207
2007-02-27,43.145,46.19,46.19,42.571,189350000,-6.63,2007-02-27,43.145
2007-02-28,43.892,43.15,43.923,43.122,176100000,1.73,2007-02-28,43.892
2007-03-01,43.517,43.886,43.886,42.037,131229999,-0.86,2007-03-01,43.517
2007-03-02,42.37,43.518,43.518,42.297,199570000,-2.64,2007-03-02,42.37
2007-03-05,41.179,42.37,42.37,41.117,123680000,-2.81,2007-03-05,41.179
2007-03-06,43.218,41.192,43.218,41.192,119200000,4.95,2007-03-06,43.218
2007-03-07,42.667,43.224,43.396,42.66,128350000,-1.28,2007-03-07,42.667
2007-03-08,43.466,42.672,43.726,42.672,85350000,1.87,2007-03-08,43.466
2007-03-09,44.133,43.466,44.173,43.466,129009999,1.54,2007-03-09,44.133
2007-03-12,44.249,44.133,44.406,43.845,116190000,0.26,2007-03-12,44.249
2007-03-13,42.749,44.249,44.249,42.724,159220000,-3.39,2007-03-13,42.749
2007-03-14,43.288,42.749,43.29,42.051,160330000,1.26,2007-03-14,43.288
2007-03-15,43.278,43.289,43.573,42.951,136950000,-0.02,2007-03-15,43.278
2007-03-16,42.73,43.278,43.568,42.598,112350000,-1.27,2007-03-16,42.73
2007-03-19,43.713,42.734,43.714,42.734,142700000,2.3,2007-03-19,43.713
2007-03-20,44.351,43.713,44.353,43.679,165680000,1.46,2007-03-20,44.351
2007-03-21,45.631,44.35,45.631,44.35,201400000,2.89,2007-03-21,45.631
2007-03-22,45.424,45.631,45.95,45.272,139700000,-0.45,2007-03-22,45.424
2007-03-23,45.533,45.425,45.759,45.168,82310000,0.24,2007-03-23,45.533
2007-03-26,45.645,45.533,45.712,44.965,78420000,0.25,2007-03-26,45.645
2007-03-27,45.207,45.646,45.646,45.143,95100000,-0.96,2007-03-27,45.207
2007-03-28,44.484,45.204,45.204,44.315,132180000,-1.6,2007-03-28,44.484
2007-03-29,45.355,44.493,45.57,44.493,134400000,1.96,2007-03-29,45.355
2007-03-30,45.805,45.355,45.805,45.138,124970000,0.99,2007-03-30,45.805
2007-04-02,45.597,45.805,45.805,45.225,141630000,-0.45,2007-04-02,45.597
2007-04-03,46.288,45.601,46.481,45.601,208960000,1.51,2007-04-03,46.288
2007-04-04,46.554,46.29,46.692,46.113,121560000,0.57,2007-04-04,46.554
2007-04-05,46.647,46.555,46.767,46.418,113830000,0.2,2007-04-05,46.647
2007-04-09,46.855,46.65,47.239,46.65,124570000,0.45,2007-04-09,46.855
2007-04-10,47.174,46.855,47.234,46.822,165430000,0.68,2007-04-10,47.174
2007-04-11,46.939,47.173,47.573,46.68,169050000,-0.5,2007-04-11,46.939
2007-04-12,47.347,46.941,47.389,46.506,117210000,0.87,2007-04-12,47.347
2007-04-13,47.926,47.347,47.968,47.267,122910000,1.22,2007-04-13,47.926
2007-04-16,48.921,47.925,49.022,47.925,155060000,2.08,2007-04-16,48.921
2007-04-17,48.755,48.923,49.156,48.631,140110000,-0.34,2007-04-17,48.755
2007-04-18,48.71,48.76,49.339,48.456,190930000,-0.09,2007-04-18,48.71
2007-04-19,48.762,48.705,48.837,47.917,168340000,0.11,2007-04-19,48.762
2007-04-20,49.408,48.763,49.459,48.763,155980000,1.32,2007-04-20,49.408
2007-04-23,49.162,49.409,49.477,49.097,84800000,-0.5,2007-04-23,49.162
2007-04-24,49.071,49.162,49.259,48.602,85150000,-0.19,2007-04-24,49.071
2007-04-25,49.676,49.072,49.816,49.072,139460000,1.23,2007-04-25,49.676
2007-04-26,49.068,49.678,49.856,49.06,130520000,-1.22,2007-04-26,49.068
2007-04-27,49.23,49.067,49.232,48.311,97450000,0.33,2007-04-27,49.23
2007-04-30,48.956,49.222,49.482,48.744,155710000,-0.55,2007-04-30,48.956
2007-05-02,49.472,48.955,49.63,48.953,82440000,1.05,2007-05-02,49.472
2007-05-03,50.218,49.472,50.318,49.472,61500000,1.51,2007-05-03,50.218
2007-05-04,50.598,50.218,50.898,50.218,48750000,0.76,2007-05-04,50.598
2007-05-07,50.282,50.591,50.618,50.154,30580000,-0.62,2007-05-07,50.282
2007-05-08,50.278,50.276,50.369,49.526,58600000,-0.01,2007-05-08,50.278
2007-05-09,51.3,50.277,51.369,50.149,129550000,2.03,2007-05-09,51.3
2007-05-10,50.235,51.298,51.298,50.205,183380000,-2.08,2007-05-10,50.235
2007-05-11,50.902,50.235,51.083,50.235,146070000,1.33,2007-05-11,50.902
2007-05-14,50.511,50.91,51.066,50.298,82390000,-0.77,2007-05-14,50.511
2007-05-15,50.518,50.511,51.042,50.37,88110000,0.01,2007-05-15,50.518
2007-05-16,51.738,50.518,51.738,50.518,154950000,2.41,2007-05-16,51.738
2007-05-17,51.631,51.741,51.959,51.374,100340000,-0.21,2007-05-17,51.631
2007-05-18,52.078,51.633,52.088,51.499,103170000,0.86,2007-05-18,52.078
2007-05-21,52.423,52.078,52.691,52.078,128960000,0.66,2007-05-21,52.423
2007-05-22,52.208,52.424,52.561,52.039,54600000,-0.41,2007-05-22,52.208
2007-05-23,51.813,52.21,52.505,51.67,177390000,-0.76,2007-05-23,51.813
2007-05-24,50.531,51.813,51.891,50.214,104110000,-2.47,2007-05-24,50.531
2007-05-25,51.618,50.541,51.633,50.541,93920000,2.15,2007-05-25,51.618
2007-05-28,52.12,51.616,52.209,51.616,58690000,0.97,2007-05-28,52.12
2007-05-29,51.713,52.121,52.545,51.271,158100000,-0.78,2007-05-29,51.713
2007-05-30,52.528,51.706,52.595,50.607,140480000,1.57,2007-05-30,52.528
2007-05-31,52.268,52.536,52.877,52.098,125170000,-0.49,2007-05-31,52.268
2007-06-01,53.423,52.271,53.423,52.271,148690000,2.21,2007-06-01,53.423
2007-06-04,53.243,53.423,53.423,52.651,90060000,-0.34,2007-06-04,53.243
2007-06-05,53.162,53.245,53.271,52.673,89870000,-0.15,2007-06-05,53.162
2007-06-06,52.049,53.162,53.162,51.869,92940000,-2.09,2007-06-06,52.049
2007-06-08,52.33,52.045,52.5,50.885,84330000,0.54,2007-06-08,52.33
2007-06-11,52.777,52.324,52.952,52.184,81570000,0.85,2007-06-11,52.777
2007-06-12,51.797,52.776,52.776,51.643,75770000,-1.86,2007-06-12,51.797
2007-06-13,52.994,51.799,53.226,51.799,175650000,2.31,2007-06-13,52.994
2007-06-14,53.713,53.011,53.798,53.009,97860000,1.36,2007-06-14,53.713
2007-06-15,54.519,53.723,54.726,53.723,123500000,1.5,2007-06-15,54.519
2007-06-18,54.73,54.519,55.0,54.355,115680000,0.39,2007-06-18,54.73
2007-06-19,54.644,54.73,54.797,54.45,99300000,-0.16,2007-06-19,54.644
2007-06-20,54.029,54.644,55.003,54.029,120530000,-1.12,2007-06-20,54.029
2007-06-21,54.657,54.03,54.844,53.911,103580000,1.16,2007-06-21,54.657
2007-06-22,54.267,54.644,54.644,53.952,94640000,-0.71,2007-06-22,54.267
2007-06-25,54.042,54.27,54.605,53.605,84710000,-0.42,2007-06-25,54.042
2007-06-26,53.852,54.045,54.413,53.842,68430000,-0.35,2007-06-26,53.852
2007-06-27,54.143,53.852,54.164,53.202,86420000,0.54,2007-06-27,54.143
2007-06-28,54.147,54.154,54.648,54.147,89190000,0.01,2007-06-28,54.147
2007-06-29,54.392,54.15,54.783,53.958,85400000,0.45,2007-06-29,54.392
2007-07-02,55.371,54.396,55.386,54.396,67220000,1.8,2007-07-02,55.371
2007-07-03,55.7,55.371,55.783,55.259,33760000,0.59,2007-07-03,55.7
2007-07-04,55.696,55.698,56.0,55.598,23830000,-0.01,2007-07-04,55.696
2007-07-05,55.932,55.696,55.932,55.345,54020000,0.42,2007-07-05,55.932
2007-07-06,56.444,55.932,56.444,55.932,39110000,0.91,2007-07-06,56.444
2007-07-10,55.883,56.444,56.544,55.678,50770000,-0.99,2007-07-10,55.883
2007-07-11,56.356,55.882,56.495,55.628,42580000,0.85,2007-07-11,56.356
2007-07-12,57.613,56.38,57.676,56.378,43540000,2.23,2007-07-12,57.613
2007-07-13,57.644,57.613,57.983,57.327,49970000,0.05,2007-07-13,57.644
2007-07-16,57.374,57.644,57.666,57.035,51590000,-0.47,2007-07-16,57.374
2007-07-17,57.66,57.376,57.799,57.307,49240000,0.5,2007-07-17,57.66
2007-07-18,57.556,57.66,57.66,56.903,33930000,-0.18,2007-07-18,57.556
2007-07-19,58.125,57.556,58.293,57.556,47260000,0.99,2007-07-19,58.125
2007-07-20,57.443,58.125,58.125,57.103,36500000,-1.17,2007-07-20,57.443
2007-07-23,58.037,57.443,58.07,57.443,40730000,1.03,2007-07-23,58.037
2007-07-24,55.795,58.036,58.057,55.165,61820000,-3.86,2007-07-24,55.795
2007-07-25,56.001,55.797,56.409,54.52,79980000,0.37,2007-07-25,56.001
2007-07-26,53.893,55.998,55.998,52.627,80240000,-3.76,2007-07-26,53.893
2007-07-27,52.922,53.893,54.407,52.922,64170000,-1.8,2007-07-27,52.922
2007-07-30,54.573,52.925,54.79,52.925,46190000,3.12,2007-07-30,54.573
2007-07-31,54.183,54.602,55.662,54.169,60290000,-0.71,2007-07-31,54.183
2007-08-01,54.234,54.17,54.234,53.036,60580000,0.09,2007-08-01,54.234
2007-08-02,54.691,54.245,54.959,54.202,46540000,0.84,2007-08-02,54.691
2007-08-03,52.846,54.697,54.725,52.575,83120000,-3.37,2007-08-03,52.846
2007-08-06,53.091,52.846,53.207,51.317,81610000,0.46,2007-08-06,53.091
2007-08-07,53.802,53.092,54.113,52.746,37270000,1.34,2007-08-07,53.802
2007-08-08,55.241,53.804,55.616,53.804,64400000,2.67,2007-08-08,55.241
2007-08-09,53.431,55.213,55.213,53.324,50740000,-3.28,2007-08-09,53.431
2007-08-10,52.638,53.431,53.431,51.682,58810000,-1.48,2007-08-10,52.638
2007-08-13,52.434,52.647,53.67,52.202,48390000,-0.39,2007-08-13,52.434
2007-08-14,50.912,52.434,52.945,50.912,49400000,-2.9,2007-08-14,50.912
2007-08-15,49.285,50.912,51.286,49.106,108090000,-3.19,2007-08-15,49.285
2007-08-16,48.016,49.281,49.281,44.938,94940000,-2.58,2007-08-16,48.016
2007-08-17,48.559,48.026,49.588,46.877,69140000,1.13,2007-08-17,48.559
2007-08-20,49.206,48.561,49.574,48.561,40150000,1.33,2007-08-20,49.206
2007-08-21,49.815,49.208,50.064,48.739,25610000,1.24,2007-08-21,49.815
2007-08-22,51.745,49.815,51.749,49.815,26170000,3.87,2007-08-22,51.745
2007-08-23,51.848,51.745,52.351,51.082,18680000,0.2,2007-08-23,51.848
2007-08-24,52.998,51.845,52.998,51.39,48700000,2.22,2007-08-24,52.998
2007-08-27,53.078,52.995,53.396,52.502,23480000,0.15,2007-08-27,53.078
2007-08-28,51.645,53.072,53.072,51.39,20720000,-2.7,2007-08-28,51.645
2007-08-29,52.735,51.648,52.81,51.647,20050000,2.11,2007-08-29,52.735
2007-08-30,52.858,52.728,53.645,52.223,28670000,0.23,2007-08-30,52.858
2007-08-31,54.637,52.874,54.715,52.874,46500000,3.37,2007-08-31,54.637
2007-09-03,54.833,54.641,54.998,54.519,5240000,0.36,2007-09-03,54.833
2007-09-04,55.25,54.834,55.566,54.588,9580000,0.76,2007-09-04,55.25
2007-09-05,54.408,55.243,55.243,54.156,2830000,-1.53,2007-09-05,54.408
2007-09-06,54.569,54.413,55.094,54.413,5900000,0.3,2007-09-06,54.569
2007-09-10,52.653,54.554,54.554,52.321,4080000,-3.51,2007-09-10,52.653
2007-09-11,53.921,52.66,53.954,52.66,4890000,2.41,2007-09-11,53.921
2007-09-12,53.883,53.922,54.622,53.718,5600000,-0.07,2007-09-12,53.883
2007-09-13,54.908,53.883,55.087,53.883,3630000,1.9,2007-09-13,54.908
2007-09-14,54.671,54.909,55.465,54.378,5840000,-0.43,2007-09-14,54.671
2007-09-17,54.341,54.671,54.733,53.691,4179999,-0.6,2007-09-17,54.341
2007-09-18,56.666,54.351,56.844,54.351,7550000,4.28,2007-09-18,56.666
2007-09-19,57.264,56.675,58.079,56.675,7790000,1.06,2007-09-19,57.264
2007-09-20,56.906,57.263,57.609,56.607,4660000,-0.62,2007-09-20,56.906
2007-09-21,57.799,56.919,57.899,56.919,7360000,1.57,2007-09-21,57.799
2007-09-24,58.719,57.799,58.719,57.799,5820000,1.59,2007-09-24,58.719
2007-09-25,58.858,58.717,58.862,57.969,3460000,0.24,2007-09-25,58.858
2007-09-26,59.715,58.859,59.825,58.859,6100000,1.46,2007-09-26,59.715
2007-09-27,61.052,59.713,61.052,59.713,6390000,2.24,2007-09-27,61.052
2007-09-28,60.465,61.054,61.054,60.086,5430000,-0.96,2007-09-28,60.465
2007-10-01,62.34,60.465,62.355,60.465,15390000,3.1,2007-10-01,62.34
2007-10-02,62.017,62.341,62.356,61.241,6100000,-0.52,2007-10-02,62.017
2007-10-03,60.099,62.021,62.021,60.094,6850000,-3.09,2007-10-03,60.099
2007-10-04,60.407,60.102,61.08,59.536,8710000,0.51,2007-10-04,60.407
2007-10-05,62.319,60.408,62.704,60.408,9080000,3.17,2007-10-05,62.319
2007-10-08,62.661,62.319,62.725,61.841,4080000,0.55,2007-10-08,62.661
2007-10-09,63.549,62.661,63.658,62.661,7510000,1.42,2007-10-09,63.549
2007-10-10,63.197,63.55,63.565,62.894,4720000,-0.55,2007-10-10,63.197
2007-10-11,62.456,63.197,64.169,61.487,5270000,-1.17,2007-10-11,62.456
2007-10-15,62.969,62.455,63.841,62.411,520870,0.82,2007-10-15,62.969
2007-10-16,61.718,62.965,62.965,61.565,4900000,-1.99,2007-10-16,61.718
2007-10-17,63.194,61.72,63.194,61.46,7640000,2.39,2007-10-17,63.194
2007-10-18,63.261,63.192,63.322,61.943,4540000,0.11,2007-10-18,63.261
2007-10-19,60.894,63.27,63.349,60.883,5450000,-3.74,2007-10-19,60.894
2007-10-22,61.215,60.884,61.379,59.473,4190000,0.53,2007-10-22,61.215
2007-10-23,62.697,61.214,62.773,61.214,7590000,2.42,2007-10-23,62.697
2007-10-24,62.625,62.693,62.816,61.448,7750000,-0.12,2007-10-24,62.625
2007-10-25,62.341,62.628,63.206,61.968,6490000,-0.45,2007-10-25,62.341
2007-10-26,64.276,62.346,64.32,62.346,6240000,3.1,2007-10-26,64.276
2007-10-29,65.044,64.275,65.67,64.275,7740000,1.2,2007-10-29,65.044
2007-10-30,64.383,65.044,65.147,64.264,7820000,-1.02,2007-10-30,64.383
2007-10-31,65.318,64.385,65.949,64.385,4320000,1.45,2007-10-31,65.318
2007-11-01,64.05,65.317,65.317,63.774,6190000,-1.94,2007-11-01,64.05
2007-11-05,62.96,64.049,64.049,62.72,9280000,-1.7,2007-11-05,62.96
2007-11-06,64.503,62.967,64.524,62.967,4560000,2.45,2007-11-06,64.503
2007-11-07,63.501,64.503,64.603,63.223,112100,-1.55,2007-11-07,63.501
2007-11-08,63.562,63.503,65.283,63.14,7200000,0.1,2007-11-08,63.562
2007-11-09,64.321,63.571,65.281,62.279,6870000,1.19,2007-11-09,64.321
2007-11-12,61.527,64.321,64.321,61.452,5390000,-4.34,2007-11-12,61.527
2007-11-13,62.927,61.526,62.933,61.034,5980000,2.28,2007-11-13,62.927
2007-11-14,64.631,62.919,64.896,62.919,10890000,2.71,2007-11-14,64.631
2007-11-16,64.609,64.634,64.802,63.627,4450000,-0.03,2007-11-16,64.609
2007-11-19,62.336,64.609,64.609,62.321,3820000,-3.52,2007-11-19,62.336
2007-11-21,60.582,62.335,62.335,59.847,6540000,-2.81,2007-11-21,60.582
2007-11-22,60.653,60.582,61.102,60.124,2220000,0.12,2007-11-22,60.653
2007-11-23,60.971,60.662,61.334,60.662,8920000,0.52,2007-11-23,60.971
2007-11-26,59.069,60.973,61.56,59.067,6200000,-3.12,2007-11-26,59.069
2007-11-27,59.432,59.067,59.971,58.096,6150000,0.61,2007-11-27,59.432
2007-11-28,61.715,59.432,61.858,59.432,6120000,3.84,2007-11-28,61.715
2007-11-29,62.156,61.72,63.19,61.465,5980000,0.72,2007-11-29,62.156
2007-11-30,63.006,62.157,63.701,62.157,4850000,1.37,2007-11-30,63.006
2007-12-03,63.2,63.018,63.682,62.729,1710000,0.31,2007-12-03,63.2
2007-12-04,63.482,63.203,63.722,62.373,1950000,0.45,2007-12-04,63.482
2007-12-05,64.928,63.483,65.204,63.483,2590000,2.28,2007-12-05,64.928
2007-12-06,65.791,64.929,65.791,64.692,3110000,1.33,2007-12-06,65.791
2007-12-07,65.639,65.789,66.529,65.278,2290000,-0.23,2007-12-07,65.639
2007-12-10,65.446,65.642,65.874,65.228,3680000,-0.29,2007-12-10,65.446
2007-12-11,64.512,65.448,66.451,64.127,4640000,-1.43,2007-12-11,64.512
2007-12-12,64.742,64.512,66.171,64.502,3120000,0.36,2007-12-12,64.742
2007-12-13,62.861,64.735,64.735,62.466,2940000,-2.9,2007-12-13,62.861
2007-12-14,62.445,62.868,63.455,62.445,3050000,-0.66,2007-12-14,62.445
2007-12-17,59.828,62.445,62.445,59.82,2240000,-4.19,2007-12-17,59.828
2007-12-18,61.096,59.832,61.421,59.414,3620000,2.12,2007-12-18,61.096
2007-12-19,61.722,61.108,61.734,60.915,3740000,1.02,2007-12-19,61.722
2007-12-20,61.716,61.724,62.467,61.416,4800000,-0.01,2007-12-20,61.716
2007-12-21,63.098,61.725,63.398,61.725,2450000,2.24,2007-12-21,63.098
2007-12-26,64.288,63.101,64.304,63.101,1820000,1.89,2007-12-26,64.288
2007-12-27,63.774,64.287,64.584,63.59,2040000,-0.8,2007-12-27,63.774
2007-12-28,63.886,63.776,64.124,63.598,2590000,0.18,2007-12-28,63.886
2008-01-02,62.815,63.885,63.906,62.659,2980000,-1.68,2008-01-02,62.815
2008-01-03,62.892,62.814,63.129,62.556,1900000,0.12,2008-01-03,62.892
2008-01-04,61.037,62.898,63.436,60.574,2610000,-2.95,2008-01-04,61.037
2008-01-07,60.772,61.054,61.505,60.092,2220000,-0.43,2008-01-07,60.772
2008-01-08,62.081,60.771,62.65,60.771,3310000,2.15,2008-01-08,62.081
2008-01-09,62.674,62.078,62.674,61.487,3480000,0.96,2008-01-09,62.674
2008-01-10,63.515,62.677,63.615,62.594,3230000,1.34,2008-01-10,63.515
2008-01-11,61.942,63.514,63.514,61.942,2920000,-2.48,2008-01-11,61.942
2008-01-14,62.188,61.95,62.536,61.643,2830000,0.4,2008-01-14,62.188
2008-01-15,59.907,62.18,62.18,59.897,4080000,-3.67,2008-01-15,59.907
2008-01-16,58.777,59.906,59.906,58.077,3460000,-1.89,2008-01-16,58.777
2008-01-17,57.037,58.773,59.643,56.734,3590000,-2.96,2008-01-17,57.037
2008-01-18,57.506,57.039,58.291,56.241,5810000,0.82,2008-01-18,57.506
2008-01-21,53.709,57.503,57.503,53.487,3570000,-6.6,2008-01-21,53.709
2008-01-22,56.097,53.705,56.541,53.61,3650000,4.45,2008-01-22,56.097
2008-01-23,54.235,56.098,56.098,53.011,3720000,-3.32,2008-01-23,54.235
2008-01-24,57.463,54.242,57.675,54.242,3800000,5.95,2008-01-24,57.463
2008-01-28,58.594,57.457,58.721,56.36,3930000,1.97,2008-01-28,58.594
2008-01-29,59.53,58.597,59.715,58.597,3440000,1.6,2008-01-29,59.53
2008-01-30,60.289,59.522,60.289,58.752,4310000,1.28,2008-01-30,60.289
2008-01-31,59.49,60.288,60.288,57.886,6160000,-1.33,2008-01-31,59.49
2008-02-01,61.08,59.491,61.187,59.491,3600000,2.67,2008-02-01,61.08
2008-02-06,58.969,61.076,61.076,58.742,2049999,-3.46,2008-02-06,58.969
2008-02-07,58.965,58.965,59.581,58.03,3990000,-0.01,2008-02-07,58.965
2008-02-08,59.076,58.967,59.52,58.843,2020000,0.19,2008-02-08,59.076
2008-02-11,60.643,59.081,60.805,59.081,2570000,2.65,2008-02-11,60.643
2008-02-12,61.805,60.645,62.828,60.645,13470000,1.92,2008-02-12,61.805
2008-02-13,62.591,61.802,63.002,61.802,4420000,1.27,2008-02-13,62.591
2008-02-14,61.819,62.595,63.224,61.737,2360000,-1.23,2008-02-14,61.819
2008-02-15,61.272,61.803,61.803,60.717,2350000,-0.89,2008-02-15,61.272
2008-02-18,62.801,61.292,62.883,61.292,1500000,2.5,2008-02-18,62.801
2008-02-19,62.297,62.801,63.59,62.18,2089999,-0.8,2008-02-19,62.297
2008-02-20,63.747,62.292,63.78,61.634,2760000,2.33,2008-02-20,63.747
2008-02-21,63.792,63.748,64.631,63.62,2420000,0.07,2008-02-21,63.792
2008-02-22,64.609,63.78,64.609,63.36,2080000,1.28,2008-02-22,64.609
2008-02-25,65.001,64.605,65.013,64.06,2370000,0.61,2008-02-25,65.001
2008-02-26,65.183,64.994,65.399,63.983,3560000,0.28,2008-02-26,65.183
